rank,product,brand,rating,feature,rec_type,category,review
7450,스킨푸드 블랙슈가 퍼펙트 첫세럼 더 마일드 120ml ,스킨푸드,4.7, 민감성,페이스용,에센스,36
7451,땡큐파머 미라클 에이지 리페어 세럼 60ml ,땡큐파머,4.8, 화이트닝,화이트닝,에센스,34
7452,허벌페이스푸드 욕세럼 30ml ,허벌페이스푸드,4.6, 촉촉함(수분공급),"피부투명, 유수분밸런스조절, 피부탄력",에센스,68
7453,에센허브 티 트리 90 수딩 앰플 150ml ,아미코스메틱,4.8, 화이트닝,화이트닝,에센스,44
7454,프로랑스 스네일 안티 링클 에센스 100ml ,프로랑스,4.8, 화이트닝,화이트닝,에센스,44
7455,비욘드 아크네이처 스팟 힐러 20ml ,엘지생활건강,4.6, 화이트닝,화이트닝,에센스,77
7456,스킨그래머 슈퍼 굿 리페어 에센스 150ml ,엔코스,4.7," 촉촉함(수분공급), 흡수력",저자극,에센스,19
7457,셀큐어 아라 760 스템셀 앰플 세럼 30ml ,셀큐어,4.7," 촉촉함(수분공급), 흡수력","주름케어, 피부탄력, 영양공급",에센스,19
7458,이자녹스 MX-2 플래티넘 세럼 35ml ,엘지생활건강,4.9," 촉촉함(수분공급), 흡수력","주름케어, 피부탄력, 영양공급",에센스,273
7459,오리진스 메가 버섯 세럼 50ml (신형) ,오리진스,3.8, 촉촉함(수분공급),피부탄력,에센스,6
7460,구달 각질 안티에이징 더블 세럼 70ml ,클리오,4.8, 화이트닝,화이트닝,에센스,64
7461,더바디샵 루트 오브 스트렝스 퍼밍 쉐이핑 세럼 30ml ,더바디샵,4.8, 주름케어,주름케어,에센스,64
7462,림라이프 쿠퍼펩타이드 원액 50ml ,2019.09.,4.8," 촉촉함(수분공급), 트러블케어","피부강화, 주름케어, 영양공급",에센스,64
7463,한율 은결빛 프라이머 에센스 50ml ,아모레퍼시픽,4.7," 촉촉함(수분공급), 트러블케어","피부강화, 주름케어, 영양공급",에센스,210
7464,리즈너뷰티 베리 인리치드 리터닝 인텐시브 세럼 50ml ,대덕랩코,4.7, 촉촉함(수분공급),"피부강화, 피부투명, 안티에이징, 화이트닝, 유수분밸런스조절, 피부탄력, 영양공급, 모공케어",에센스,74
7465,엔비 포어 세럼 40ml ,나우코스,4.5, 모공케어,모공케어,에센스,29
7466,AHC 프라임 엑스퍼트 브라이트닝 세럼 30ml ,코스메카,4.6, 촉촉함(수분공급),"피부투명, 화이트닝, 피부탄력",에센스,23
7467,차앤박 이데베논 캡슐 트리트먼트 세럼 30ml ,셀랩,4.8, 촉촉함(수분공급),"안티에이징, 피부탄력",에센스,4
7468,VDL 스킨프로 트리트먼트 에센스 130ml ,엘지생활건강,4.9, 촉촉함(수분공급),영양공급,에센스,36
7469,리리코스 마린 하이드로 세럼 40ml ,아모레퍼시픽,4.6, 복합,복합,에센스,46
7470,코리아나 노니상지 퍼펙트 콜라겐 에센스 20ml ,코리아나,4.8, 화이트닝,화이트닝,에센스,76
7471,더페이스샵 명한 미인도 천삼송이 자생 에센스 45ml ,더페이스샵,4.8, ,모든피부용,에센스,213
7472,참존 제주 첫 잎 녹차 에센스 50ml ,참존,4.8, 촉촉함(수분공급),피부탄력,에센스,213
7473,잇츠스킨 하이드라 루틴 레인드롭 세럼 50ml ,잇츠스킨,4.7, 촉촉함(수분공급),촉촉함(수분공급),에센스,70
7474,안나수이 고져스 세럼 80ml ,안나수이,4.5, 촉촉함(수분공급),촉촉함(수분공급),에센스,13
7475,시드물 레드큐어 루디덤 세럼 50ml ,시드물,4.6, 트러블케어,피부탄력,에센스,47
7476,에스클라 에스테 알로에카 수딩 너리싱 세럼 50ml ,엔프라니,4.9, 트러블케어,피부탄력,에센스,11
7477,안나홀츠 바이탈C 17% 브라이트닝 세럼 60ml ,아로코스메틱,4.5, ,모든피부용,에센스,188
7478,코리아나 비타민 C 콜라겐 파우더 에센스 ,코리아나,4.8, 화이트닝,화이트닝,에센스,101
7479,과일나라 퓨어템 퓨어베라 에센스 50ml ,웰코스,4.9, 화이트닝,화이트닝,에센스,42
7480,숨37도 플레르 리제너레이티브 세럼 50ml ,엘지생활건강,4.9, 촉촉함(수분공급),"주름케어, 피부탄력, 영양공급",에센스,42
7481,벨라몬스터 스트레스 아웃 솔루션 당근워터 에센스 200ml ,벨라몬스터,4.8, 촉촉함(수분공급),유수분밸런스조절,에센스,13
7482,리리코스 하이드레이팅 펄스앰플 30ml ,리리코스,4.5, 촉촉함(수분공급),영양공급,에센스,18
7483,오휘 에이지 리커버리 수퍼 안티 에이징 에센스 45ml ,엘지생활건강,4.8, ,모든피부용,에센스,257
7484,미샤 비타민 B12 더블하이드롭 부스터 195ml ,코스메카,4.5, 촉촉함(수분공급),촉촉함(수분공급),에센스,15
7485,아이소이 불가리안 로즈 화이트닝 레이저 스팟 20ml ,다비드화장품,4.7, 화이트닝,화이트닝,에센스,69
7486,비스페라 타임 테라피 에센스 53ml ,베스트솔루션,4.8, 촉촉함(수분공급),"피부강화, 유수분밸런스조절",에센스,192
7487,크리니크 포어 리파이닝 솔루션 코렉팅 세럼 30ml ,크리니크,4.8, 모공케어,모공케어,에센스,224
7488,A24 캘리포니안 네이처 스킨 수딩 겔 60ml ,이노코스마,4.7, 모공케어,모공케어,에센스,182
7489,금안진 에센스 45ml ,로제화장품,4.8, 모공케어,모공케어,에센스,39
7490,엔프라니 하이드로 에너지 필러 50ml ,엔프라니,4.8, ,모든피부용,에센스,159
7491,설화수 윤조 에센스 리미티드 에디션 120ml ,아모레퍼시픽,4.8, ,모든피부용,에센스,96
7492,씨유스킨 내추럴 비타-C 세럼 20ml ,씨유스킨,4.5, 트러블케어,트러블케어,에센스,54
7493,메트리콜 파워 릴리즈 액티브 솔루션 500ml ,메트리콜,4.5, 촉촉함(수분공급),피부탄력,에센스,54
7494,헤라 워터린 젤 세럼 40ml ,아모레퍼시픽,4.7, 촉촉함(수분공급),피부탄력,에센스,245
7495,한율 고결 미백 파우더 세럼 40g ,아모레퍼시픽,4.9, 화이트닝,화이트닝,에센스,208
7496,클라란스 더블 세럼 제너레이션 6 30ml ,클라란스,4.7, 화이트닝,화이트닝,에센스,137
7497,닥터자르트 워터퓨즈 하이드로 듀 드랍 40ml ,닥터자르트,4.7, 촉촉함(수분공급),촉촉함(수분공급),에센스,22
7498,네이처리퍼블릭 비타민 비파이브 에센스 35ml ,네이처리퍼블릭,4.9, ,모든피부용,에센스,28
7499,이니스프리 자연발효 에너지 에센스 80ml ,이니스프리,4.7, ,모든피부용,에센스,241
7500,크리니크 포어 리파이닝 솔루션 스테이 매트 하이드레이터 50ml ,크리니크,4.7," 건성, 복합, 지성","건성, 복합, 지성",에센스,40
7501,더플랜트베이스 AC 클리어 매직 파우더 20ml ,더플랜트베이스,4.7, ,모든피부용,에센스,17
7502,아이오페 슈퍼바이탈 엑스트라 모이스트 세럼 50ml ,아모레퍼시픽,4.7, ,모든피부용,에센스,195
7503,에이씨케어 비즈 큐어 세럼 30ml ,에이씨케어,4.8, 민감성,민감성,에센스,183
7504,엔프라니 프리미어 콜라겐 세럼 40ml ,엔프라니,4.8, 민감성,민감성,에센스,29
7505,라프레리 스킨 캐비어 크리스탈린 콘센트레 30ml ,라프레리,4.6, ,모든피부용,에센스,50
7506,라네즈 미니 포어 블러링 타이트너 40ml ,아모레퍼시픽,4.7, 모공케어,모공케어,에센스,32
7507,라포티셀 토닝 에센스 페이셜 하이드레이팅 부스터 200ml ,한국콜마,4.9," 촉촉함(수분공급), 트러블케어",영양공급,에센스,98
7508,에스티로더 사이버화이트 EX 엑스트라 컨센트레이티드 브라이트닝 에센스 30ml ,에스티로더,4.8, 화이트닝,화이트닝,에센스,230
7509,페보니아 비타미닉 컨센트레이트 15ml(건성) ,페보니아,4.9, 건성,건성,에센스,30
7510,프레쉬 블랙티 에이지-딜레이 퍼밍 세럼 30ml ,프레쉬,4.9, 건성,건성,에센스,39
7511,토니모리 바이오이엑스 셀펩타이드 에센스 50ml ,메가코스,4.3, 촉촉함(수분공급),"피부탄력, 영양공급",에센스,23
7512,라비다 콜라겐 솔루션 세럼 40ml ,코리아나,4.6, 촉촉함(수분공급),피부탄력,에센스,23
7513,아모레퍼시픽 타임 레스폰스 스킨 리저브 세럼 30ml ,아모레퍼시픽,4, ,30ml(g),에센스,1
7514,바닐라코 브이브이 바이탈라이징 에센스 스틱 9g ,코스맥스,4.3, 촉촉함(수분공급),피부탄력,에센스,31
7515,하늘호수 실크로 채운 세럼 30ml ,하늘호수,5, 촉촉함(수분공급),피부탄력,에센스,8
7516,수려한 효 발효 에센스 40ml ,엘지생활건강,4.9, ,모든피부용,에센스,190
7517,클라힐 더마 RB3 크림 25g ,코나드,4.9," 촉촉함(수분공급), 트러블케어, 흡수력","저자극, 부드러운 발림, 향, 피부강화, 피부투명, 안티에이징, 화이트닝, 주름케어, 유수분밸런스조절, 각질케어, 피부탄력, 영양공급, 모공케어",에센스,19
7518,시슬리 휘또 블랑 인텐시브 화이트닝 세럼 30ml ,시슬리,4.8, 화이트닝,화이트닝,에센스,28
7519,르네셀 프로스템 앰플 6ml x 20개 ,르네셀,4.8, 촉촉함(수분공급),촉촉함(수분공급),에센스,28
7520,소그냅 세븐 데이즈 내추럴 쉬머링 허니 앰플 ,소그냅,4.9, 흡수력,"피부탄력, 영양공급",에센스,31
7521,아이소이 불가리안 로즈 레이저 화이트 세럼 35ml ,다비드화장품,4.8, ,모든피부용,에센스,84
7522,이자녹스 알람 셀 리커버리 세럼 50ml(건성) ,엘지생활건강,4.7, ,모든피부용,에센스,205
7523,보나쥬르 그린 티 에센셜 150ml ,더원코스메틱,4.7, 트러블케어,트러블케어,에센스,61
7524,일동제약 퍼스트랩 프로바이오틱 스킨에센스 시그니처 150ml ,일동제약,4.9, 촉촉함(수분공급),촉촉함(수분공급),에센스,13
7525,엔프라니 안티-링클 소스 세럼 30ml ,엔프라니,4.9, 촉촉함(수분공급),촉촉함(수분공급),에센스,217
7526,더후 공진향 설 미백 진 에센스 45ml ,엘지생활건강,4.8, 화이트닝,화이트닝,에센스,88
7527,정샘물뷰티 에센셜 물 에센스 30ml ,정샘물뷰티,4.8, ,모든피부용,에센스,74
7528,노에비아 리커버리 콤플렉스 50ml ,노에비아,4.8, 지복합,지복합,에센스,72
7529,에스엔 퍼펙트 스킨 수딩 에센스 30ml ,에버코스,4.8, ,모든피부용,에센스,189
7530,스피니 돈워리 트러블 에센스 15ml ,2019.06.,4, 트러블케어,영양공급,에센스,8
7531,사임당 인현진 에센스 플러스 50ml ,사임당,4.3, 트러블케어,영양공급,에센스,20
7532,NC24 바이오 에센스 XO 50ml ,네이처스케어,4.9, ,모든피부용,에센스,28
7533,VDL 엑스퍼트 매티파잉 픽스 미스트 120ml ,VDL,4.4, ,모든피부용,에센스,19
7534,BRTC 바이탈라이저 C10 30ml ,나우코스,4.8, 화이트닝,화이트닝,에센스,123
7535,LUSH 풀 오브 그레이스 고체 세럼 ,LUSH,4.9, 영양공급,영양공급,에센스,10
7536,시슬리 꽁플렉스 오 레진느 뜨로삐깔 50ml(지복합) ,시슬리,4.8," 건성, 복합","건성, 복합",에센스,199
7537,라로슈포제 퓨어 비타민 C10 세럼 30ml ,라로슈포제,1," 촉촉함(수분공급), 흡수력","주름케어, 피부탄력, 영양공급",에센스,1
7538,더샘 안티 더스트 디펜스 에센스 50ml ,더샘,5, 촉촉함(수분공급),"화이트닝, 영양공급",에센스,1
7539,SK-II 화이트닝 파워 스팟 스페셜리스트 50ml ,SK-II,4.9, 화이트닝,화이트닝,에센스,126
7540,클라뷰 블루 펄세이션 마린 드롭 세럼 30ml ,클라뷰,4.2," 촉촉함(수분공급), 흡수력","피부투명, 주름케어, 피부탄력, 영양공급",에센스,17
7541,더샘 어반 에코 하라케케 에센스 50ml ,더샘,4.7," 촉촉함(수분공급), 흡수력","피부투명, 주름케어, 피부탄력, 영양공급",에센스,36
7542,미샤 비폴렌 리뉴 아이 앰풀러 5ml x 3개 세트 ,코스맥스,4.7, 촉촉함(수분공급),"피부탄력, 영양공급",에센스,13
7543,라다메르 올리고포스 세럼 수딩 50ml ,바이온셀,5, 민감성,민감성,에센스,8
7544,시세이도 화이트 루센트 브라이트닝 프로텍티브 모이스처라이저 N 75ml(SPF16) ,시세이도,4.9, 민감성,민감성,에센스,194
7545,아모레퍼시픽 루미너스 이펙트 브라이트닝 세럼 30ml ,아모레퍼시픽,4.6, 화이트닝,화이트닝,에센스,9
7546,스와니코코 에이씨 컨트롤 티트리 에센스 30ml ,웰메이드생활건강,4.6, 촉촉함(수분공급),"피부탄력, 영양공급",에센스,42
7547,빠이요 빠뜨 그리즈 15g(신형) ,빠이요,4.5, 트러블케어,트러블케어,에센스,40
7548,시슬리 에뮐씨옹 에꼴로지끄 50ml ,시슬리,4.6, 트러블케어,트러블케어,에센스,181
7549,클라뷰 화이트 펄세이션 스페셜 디바인 펄 세럼 33ml ,클라뷰,5," 주름케어, 각질케어","주름케어, 각질케어",에센스,7
7550,SK-II 화이트닝 파워 스팟 스페셜리스트 30ml ,SK-II,4.6, 화이트닝,화이트닝,에센스,104
7551,에스티로더 리뉴트리브 인텐시브 에이지 스팟 코렉터 30ml ,에스티로더,4.8, 화이트닝,화이트닝,에센스,56
7552,더사가오브수 선혜윤 순백 앰플 에센스 45ml ,엘지생활건강,4.8, 화이트닝,화이트닝,에센스,56
7553,리리코스 마린 리쥬브네이팅 퍼먼트 세럼 3개 세트 ,아모레퍼시픽,5, 화이트닝,화이트닝,에센스,9
7554,프라우드메리 아줄렌 콤플렉스 70% 진정 앰플 50ml ,메디안스,4.7, ,모든피부용,에센스,25
7555,맥스클리닉 스템셀 코어 앰플 100ml ,맥스클리닉,4.5, ,100ml(g),에센스,2
7556,리리코스 마린 링클 톡신 앰플 6개 세트 ,아모레퍼시픽,4.7, ,모든피부용,에센스,50
7557,미샤 타임 레볼루션 나이트 리페어 사이언스 액티베이터 세럼 50ml ,미샤,4.8, 화이트닝,화이트닝,에센스,162
7558,제니하우스 트러플 워터 에센스 200ml ,코스맥스,3.9, 촉촉함(수분공급),"피부탄력, 영양공급",에센스,7
7559,차앤박 뮤제너 앰플 2개 세트(민감성) ,차앤박,4.9, 민감성,민감성,에센스,71
7560,핑크톡스 핑크 펩타이드 올인원 에센스 60ml ,내추럴코리아,5, 촉촉함(수분공급),"화이트닝, 피부탄력, 영양공급",에센스,23
7561,마티덤 프로테오 하이드라 플러스 SP 2ml x 10앰플 ,마티덤,1, 촉촉함(수분공급),영양공급,에센스,1
7562,에스클라 에스클레어 리바이브 바이탈 세럼 40ml ,엔프라니,4.8, ,모든피부용,에센스,32
7563,아이오페 모이스처 필링 에센스 80ml ,아모레퍼시픽,4.7, ,모든피부용,에센스,66
7564,이데베논 타임 슬립 앰플 7ml x 4개 ,2019.08.,4.5, 촉촉함(수분공급),"화이트닝, 주름케어, 피부탄력",에센스,4
7565,잇츠스킨 파워10 포뮬라 더블유알 이펙터 30ml ,잇츠스킨,4.8, 촉촉함(수분공급),"화이트닝, 주름케어, 피부탄력",에센스,29
7566,AHC 미니멀 10 테라피 앰플 세럼 30ml ,코스메카,4.1, 촉촉함(수분공급),영양공급,에센스,10
7567,참존 닥터프로그 아쿠아포린 인젝션 앰플 30ml ,참존,4.1, 촉촉함(수분공급),촉촉함(수분공급),에센스,10
7568,SK-II 제놉틱스 오라 에센스 50ml ,SK-II,4.7, 화이트닝,화이트닝,에센스,33
7569,멜라케어 골드 펩타이드 앰플 40ml ,자이화장품,4.7," 촉촉함(수분공급), 흡수력","피부탄력, 영양공급",에센스,33
7570,스킨푸드 유자 수분씨 세럼 50ml ,스킨푸드,4.8, 화이트닝,화이트닝,에센스,53
7571,더바디샵 티트리 데일리 솔루션 50ml ,더바디샵,4.8, 촉촉함(수분공급),촉촉함(수분공급),에센스,22
7572,차앤박 멜라스팟 컨센트레이터 15ml ,스킨앤스킨,4.9, 촉촉함(수분공급),피부투명,에센스,9
7573,끌레드벨 미라클 파워 마이크로 캡슐 앰플 18ml ,서울화장품,4.9, 촉촉함(수분공급),"안티에이징, 피부탄력",에센스,9
7574,이지듀 DW-EGF 세럼 150ml ,대웅제약,4.7, 촉촉함(수분공급),"피부탄력, 영양공급",에센스,30
7575,볼륨77 매직 버블톡스 볼륨 업 120ml ,파이온텍,4.9, 화이트닝,화이트닝,에센스,40
7576,더마하우스 퍼펙트 화이트닝 프로그램 30ml ,더마하우스,4.6, 화이트닝,화이트닝,에센스,84
7577,림라이프 쿠퍼펩타이드 원액 10ml ,2019.09.,4.6, 촉촉함(수분공급),"피부투명, 영양공급",에센스,84
7578,제이앤코슈 펩타이드 볼륨 에센스 50ml ,제이앤코슈,4.6, 촉촉함(수분공급),"화이트닝, 주름케어",에센스,84
7579,라메르 제네상스 세럼 30ml ,라메르,5, ,모든피부용,에센스,4
7580,셀라피 닥터모이스트 리얼 트리트먼트 에센스 125ml ,코스맥스,4.7," 촉촉함(수분공급), 트러블케어","피부투명, 화이트닝, 유수분밸런스조절, 영양공급",에센스,32
7581,에스티로더 크레센트 화이트 에센스 30ml ,에스티로더,4.9, 화이트닝,화이트닝,에센스,40
7582,AHC 캡처 콜라겐 앰플 100ml ,AHC,4.8," 화이트닝, 모공케어","화이트닝, 모공케어",에센스,26
7583,유세린 더모 퓨리파이어 수퍼 세럼 30ml ,유세린,4.5," 촉촉함(수분공급), 흡수력",각질케어,에센스,19
7584,토니모리 인텐스케어 갈락토미세스 라이트 에센스 150ml ,토니모리,4.7," 촉촉함(수분공급), 흡수력",각질케어,에센스,121
7585,더샘 트리플러스 수분 앰플 30ml ,더샘,4.9," 촉촉함(수분공급), 흡수력",각질케어,에센스,17
